2 r 15.0000; phi 0.0000; x 0.7500; y 0.0000; t_rel 1.0000;
4 r 4.3145; phi -0.7722; x 0.1545; y -0.1505; t_rel 0.5699;
4 r 4.3123; phi -0.7728; x 0.1544; y -0.1505; t_rel 0.5698;
4 r 4.3102; phi -0.7735; x 0.1542; y -0.1506; t_rel 0.5697;
4 r 4.3080; phi -0.7741; x 0.1540; y -0.1506; t_rel 0.5696;
4 r 4.3059; phi -0.7747; x 0.1539; y -0.1506; t_rel 0.5695;
4 r 4.3038; phi -0.7754; x 0.1537; y -0.1506; t_rel 0.5693;
4 r 4.3016; phi -0.7760; x 0.1535; y -0.1506; t_rel 0.5692;
4 r 4.2995; phi -0.7766; x 0.1533; y -0.1507; t_rel 0.5691;
4 r 4.2974; phi -0.7772; x 0.1532; y -0.1507; t_rel 0.5690;
4 r 4.2953; phi -0.7779; x 0.1530; y -0.1507; t_rel 0.5689;
4 r 4.2931; phi -0.7785; x 0.1528; y -0.1507; t_rel 0.5687;
4 r 4.2910; phi -0.7791; x 0.1527; y -0.1508; t_rel 0.5686;
4 r 4.2889; phi -0.7798; x 0.1525; y -0.1508; t_rel 0.5685;
4 r 4.2868; phi -0.7804; x 0.1523; y -0.1508; t_rel 0.5684;
4 r 4.2847; phi -0.7810; x 0.1521; y -0.1508; t_rel 0.5682;
4 r 4.2826; phi -0.7816; x 0.1520; y -0.1508; t_rel 0.5681;
4 r 4.2804; phi -0.7823; x 0.1518; y -0.1509; t_rel 0.5680;
4 r 4.2783; phi -0.7829; x 0.1516; y -0.1509; t_rel 0.5679;
4 r 4.2762; phi -0.7835; x 0.1515; y -0.1509; t_rel 0.5678;
4 r 4.2741; phi -0.7842; x 0.1513; y -0.1509; t_rel 0.5676;
4 r 4.2720; phi -0.7848; x 0.1511; y -0.1509; t_rel 0.5675;
4 r 4.2699; phi -0.7854; x 0.1510; y -0.1510; t_rel 0.5674;
4 r 4.2679; phi -0.7861; x 0.1508; y -0.1510; t_rel 0.5673;
4 r 4.2658; phi -0.7867; x 0.1506; y -0.1510; t_rel 0.5672;
4 r 4.2637; phi -0.7873; x 0.1505; y -0.1510; t_rel 0.5670;
4 r 4.2616; phi -0.7879; x 0.1503; y -0.1511; t_rel 0.5669;
4 r 4.2595; phi -0.7886; x 0.1501; y -0.1511; t_rel 0.5668;
4 r 4.2574; phi -0.7892; x 0.1500; y -0.1511; t_rel 0.5667;
4 r 4.2554; phi -0.7898; x 0.1498; y -0.1511; t_rel 0.5666;
4 r 4.2533; phi -0.7905; x 0.1496; y -0.1511; t_rel 0.5665;
4 r 4.2512; phi -0.7911; x 0.1494; y -0.1512; t_rel 0.5663;
4 r 4.2491; phi -0.7917; x 0.1493; y -0.1512; t_rel 0.5662;
4 r 4.2471; phi -0.7923; x 0.1491; y -0.1512; t_rel 0.5661;
4 r 4.2450; phi -0.7930; x 0.1489; y -0.1512; t_rel 0.5660;
4 r 4.2429; phi -0.7936; x 0.1488; y -0.1512; t_rel 0.5659;
4 r 4.2409; phi -0.7942; x 0.1486; y -0.1513; t_rel 0.5657;
4 r 4.2388; phi -0.7949; x 0.1484; y -0.1513; t_rel 0.5656;
4 r 4.2368; phi -0.7955; x 0.1483; y -0.1513; t_rel 0.5655;
4 r 4.2347; phi -0.7961; x 0.1481; y -0.1513; t_rel 0.5654;
4 r 4.2327; phi -0.7967; x 0.1479; y -0.1513; t_rel 0.5653;
4 r 4.2306; phi -0.7974; x 0.1478; y -0.1514; t_rel 0.5651;
4 r 4.2286; phi -0.7980; x 0.1476; y -0.1514; t_rel 0.5650;
4 r 4.2265; phi -0.7986; x 0.1474; y -0.1514; t_rel 0.5649;
4 r 4.2245; phi -0.7993; x 0.1473; y -0.1514; t_rel 0.5648;
4 r 4.2225; phi -0.7999; x 0.1471; y -0.1514; t_rel 0.5647;
4 r 4.2204; phi -0.8005; x 0.1469; y -0.1515; t_rel 0.5646;
4 r 4.2184; phi -0.8011; x 0.1468; y -0.1515; t_rel 0.5644;
4 r 4.2164; phi -0.8018; x 0.1466; y -0.1515; t_rel 0.5643;
4 r 4.2143; phi -0.8024; x 0.1464; y -0.1515; t_rel 0.5642;
4 r 4.2123; phi -0.8030; x 0.1463; y -0.1515; t_rel 0.5641;
4 r 4.2103; phi -0.8037; x 0.1461; y -0.1515; t_rel 0.5640;
4 r 4.2083; phi -0.8043; x 0.1459; y -0.1516; t_rel 0.5639;
4 r 4.2063; phi -0.8049; x 0.1458; y -0.1516; t_rel 0.5637;
4 r 4.2042; phi -0.8055; x 0.1456; y -0.1516; t_rel 0.5636;
4 r 4.2022; phi -0.8062; x 0.1455; y -0.1516; t_rel 0.5635;
4 r 4.2002; phi -0.8068; x 0.1453; y -0.1516; t_rel 0.5634;
4 r 4.1982; phi -0.8074; x 0.1451; y -0.1517; t_rel 0.5633;
4 r 4.1962; phi -0.8081; x 0.1450; y -0.1517; t_rel 0.5632;
4 r 4.1942; phi -0.8087; x 0.1448; y -0.1517; t_rel 0.5630;
4 r 4.1922; phi -0.8093; x 0.1446; y -0.1517; t_rel 0.5629;
4 r 4.1902; phi -0.8099; x 0.1445; y -0.1517; t_rel 0.5628;
4 r 4.1882; phi -0.8106; x 0.1443; y -0.1518; t_rel 0.5627;
4 r 4.1862; phi -0.8112; x 0.1441; y -0.1518; t_rel 0.5626;
4 r 4.1842; phi -0.8118; x 0.1440; y -0.1518; t_rel 0.5625;
4 r 4.1822; phi -0.8125; x 0.1438; y -0.1518; t_rel 0.5623;
4 r 4.1802; phi -0.8131; x 0.1436; y -0.1518; t_rel 0.5622;
4 r 4.1783; phi -0.8137; x 0.1435; y -0.1518; t_rel 0.5621;
4 r 4.1763; phi -0.8143; x 0.1433; y -0.1519; t_rel 0.5620;
4 r 4.1743; phi -0.8150; x 0.1432; y -0.1519; t_rel 0.5619;
4 r 4.1723; phi -0.8156; x 0.1430; y -0.1519; t_rel 0.5618;
4 r 4.1703; phi -0.8162; x 0.1428; y -0.1519; t_rel 0.5616;
4 r 4.1684; phi -0.8169; x 0.1427; y -0.1519; t_rel 0.5615;
4 r 4.1664; phi -0.8175; x 0.1425; y -0.1520; t_rel 0.5614;
4 r 4.1644; phi -0.8181; x 0.1423; y -0.1520; t_rel 0.5613;
4 r 4.1625; phi -0.8187; x 0.1422; y -0.1520; t_rel 0.5612;
4 r 4.1605; phi -0.8194; x 0.1420; y -0.1520; t_rel 0.5611;
4 r 4.1585; phi -0.8200; x 0.1419; y -0.1520; t_rel 0.5610;
4 r 4.1566; phi -0.8206; x 0.1417; y -0.1520; t_rel 0.5608;
4 r 4.1546; phi -0.8213; x 0.1415; y -0.1521; t_rel 0.5607;
4 r 4.1527; phi -0.8219; x 0.1414; y -0.1521; t_rel 0.5606;
4 r 4.1507; phi -0.8225; x 0.1412; y -0.1521; t_rel 0.5605;
4 r 4.1488; phi -0.8232; x 0.1410; y -0.1521; t_rel 0.5604;
4 r 4.1468; phi -0.8238; x 0.1409; y -0.1521; t_rel 0.5603;
4 r 4.1449; phi -0.8244; x 0.1407; y -0.1521; t_rel 0.5602;
4 r 4.1429; phi -0.8250; x 0.1406; y -0.1522; t_rel 0.5600;
4 r 4.1410; phi -0.8257; x 0.1404; y -0.1522; t_rel 0.5599;
4 r 4.1391; phi -0.8263; x 0.1402; y -0.1522; t_rel 0.5598;
4 r 4.1371; phi -0.8269; x 0.1401; y -0.1522; t_rel 0.5597;
4 r 4.1352; phi -0.8276; x 0.1399; y -0.1522; t_rel 0.5596;
4 r 4.1333; phi -0.8282; x 0.1397; y -0.1522; t_rel 0.5595;
4 r 4.1313; phi -0.8288; x 0.1396; y -0.1523; t_rel 0.5594;
4 r 4.1294; phi -0.8294; x 0.1394; y -0.1523; t_rel 0.5592;
4 r 4.1275; phi -0.8301; x 0.1393; y -0.1523; t_rel 0.5591;
4 r 4.1255; phi -0.8307; x 0.1391; y -0.1523; t_rel 0.5590;
4 r 4.1236; phi -0.8313; x 0.1389; y -0.1523; t_rel 0.5589;
4 r 4.1217; phi -0.8320; x 0.1388; y -0.1523; t_rel 0.5588;
4 r 4.1198; phi -0.8326; x 0.1386; y -0.1524; t_rel 0.5587;
4 r 4.1179; phi -0.8332; x 0.1385; y -0.1524; t_rel 0.5586;
4 r 4.1160; phi -0.8338; x 0.1383; y -0.1524; t_rel 0.5584;
4 r 4.1141; phi -0.8345; x 0.1381; y -0.1524; t_rel 0.5583;
4 r 4.1122; phi -0.8351; x 0.1380; y -0.1524; t_rel 0.5582;
4 r 4.1102; phi -0.8357; x 0.1378; y -0.1524; t_rel 0.5581;
4 r 4.1083; phi -0.8364; x 0.1377; y -0.1525; t_rel 0.5580;
4 r 4.1064; phi -0.8370; x 0.1375; y -0.1525; t_rel 0.5579;
4 r 4.1045; phi -0.8376; x 0.1373; y -0.1525; t_rel 0.5578;
4 r 4.1026; phi -0.8382; x 0.1372; y -0.1525; t_rel 0.5577;
4 r 4.1008; phi -0.8389; x 0.1370; y -0.1525; t_rel 0.5575;
4 r 4.0989; phi -0.8395; x 0.1369; y -0.1525; t_rel 0.5574;
4 r 4.0970; phi -0.8401; x 0.1367; y -0.1526; t_rel 0.5573;
4 r 4.0951; phi -0.8408; x 0.1366; y -0.1526; t_rel 0.5572;
4 r 4.0932; phi -0.8414; x 0.1364; y -0.1526; t_rel 0.5571;
4 r 4.0913; phi -0.8420; x 0.1362; y -0.1526; t_rel 0.5570;
4 r 4.0894; phi -0.8426; x 0.1361; y -0.1526; t_rel 0.5569;
4 r 4.0876; phi -0.8433; x 0.1359; y -0.1526; t_rel 0.5568;
4 r 4.0857; phi -0.8439; x 0.1358; y -0.1526; t_rel 0.5567;
4 r 4.0838; phi -0.8445; x 0.1356; y -0.1527; t_rel 0.5565;
4 r 4.0819; phi -0.8452; x 0.1354; y -0.1527; t_rel 0.5564;
4 r 4.0801; phi -0.8458; x 0.1353; y -0.1527; t_rel 0.5563;
4 r 4.0782; phi -0.8464; x 0.1351; y -0.1527; t_rel 0.5562;
4 r 4.0763; phi -0.8470; x 0.1350; y -0.1527; t_rel 0.5561;
4 r 4.0745; phi -0.8477; x 0.1348; y -0.1527; t_rel 0.5560;
4 r 4.0726; phi -0.8483; x 0.1347; y -0.1528; t_rel 0.5559;
4 r 4.0707; phi -0.8489; x 0.1345; y -0.1528; t_rel 0.5558;
4 r 4.0689; phi -0.8496; x 0.1343; y -0.1528; t_rel 0.5556;
4 r 4.0670; phi -0.8502; x 0.1342; y -0.1528; t_rel 0.5555;
4 r 4.0652; phi -0.8508; x 0.1340; y -0.1528; t_rel 0.5554;
4 r 4.0633; phi -0.8514; x 0.1339; y -0.1528; t_rel 0.5553;
4 r 4.0615; phi -0.8521; x 0.1337; y -0.1528; t_rel 0.5552;
4 r 4.0596; phi -0.8527; x 0.1336; y -0.1529; t_rel 0.5551;
4 r 4.0578; phi -0.8533; x 0.1334; y -0.1529; t_rel 0.5550;
4 r 4.0560; phi -0.8540; x 0.1332; y -0.1529; t_rel 0.5549;
4 r 4.0541; phi -0.8546; x 0.1331; y -0.1529; t_rel 0.5548;
4 r 4.0523; phi -0.8552; x 0.1329; y -0.1529; t_rel 0.5547;
4 r 4.0504; phi -0.8559; x 0.1328; y -0.1529; t_rel 0.5545;
4 r 4.0486; phi -0.8565; x 0.1326; y -0.1529; t_rel 0.5544;
4 r 4.0468; phi -0.8571; x 0.1325; y -0.1530; t_rel 0.5543;
4 r 4.0449; phi -0.8577; x 0.1323; y -0.1530; t_rel 0.5542;
4 r 4.0431; phi -0.8584; x 0.1321; y -0.1530; t_rel 0.5541;
4 r 4.0413; phi -0.8590; x 0.1320; y -0.1530; t_rel 0.5540;
4 r 4.0395; phi -0.8596; x 0.1318; y -0.1530; t_rel 0.5539;
4 r 4.0376; phi -0.8603; x 0.1317; y -0.1530; t_rel 0.5538;
4 r 4.0358; phi -0.8609; x 0.1315; y -0.1530; t_rel 0.5537;
4 r 4.0340; phi -0.8615; x 0.1314; y -0.1531; t_rel 0.5536;
4 r 4.0322; phi -0.8621; x 0.1312; y -0.1531; t_rel 0.5534;
4 r 4.0304; phi -0.8628; x 0.1311; y -0.1531; t_rel 0.5533;
4 r 4.0286; phi -0.8634; x 0.1309; y -0.1531; t_rel 0.5532;
4 r 4.0268; phi -0.8640; x 0.1307; y -0.1531; t_rel 0.5531;
4 r 4.0249; phi -0.8647; x 0.1306; y -0.1531; t_rel 0.5530;
4 r 4.0231; phi -0.8653; x 0.1304; y -0.1531; t_rel 0.5529;
4 r 4.0213; phi -0.8659; x 0.1303; y -0.1531; t_rel 0.5528;
4 r 4.0195; phi -0.8665; x 0.1301; y -0.1532; t_rel 0.5527;
4 r 4.0177; phi -0.8672; x 0.1300; y -0.1532; t_rel 0.5526;
4 r 4.0159; phi -0.8678; x 0.1298; y -0.1532; t_rel 0.5525;
4 r 4.0141; phi -0.8684; x 0.1297; y -0.1532; t_rel 0.5524;
4 r 4.0124; phi -0.8691; x 0.1295; y -0.1532; t_rel 0.5522;
4 r 4.0106; phi -0.8697; x 0.1294; y -0.1532; t_rel 0.5521;
4 r 4.0088; phi -0.8703; x 0.1292; y -0.1532; t_rel 0.5520;
4 r 4.0070; phi -0.8709; x 0.1290; y -0.1533; t_rel 0.5519;
4 r 4.0052; phi -0.8716; x 0.1289; y -0.1533; t_rel 0.5518;
4 r 4.0034; phi -0.8722; x 0.1287; y -0.1533; t_rel 0.5517;
4 r 4.0016; phi -0.8728; x 0.1286; y -0.1533; t_rel 0.5516;
4 r 3.9999; phi -0.8735; x 0.1284; y -0.1533; t_rel 0.5515;
4 r 3.9981; phi -0.8741; x 0.1283; y -0.1533; t_rel 0.5514;
4 r 3.9963; phi -0.8747; x 0.1281; y -0.1533; t_rel 0.5513;
4 r 3.9945; phi -0.8753; x 0.1280; y -0.1533; t_rel 0.5512;
4 r 3.9928; phi -0.8760; x 0.1278; y -0.1534; t_rel 0.5511;
4 r 3.9910; phi -0.8766; x 0.1277; y -0.1534; t_rel 0.5509;
4 r 3.9892; phi -0.8772; x 0.1275; y -0.1534; t_rel 0.5508;
4 r 3.9875; phi -0.8779; x 0.1274; y -0.1534; t_rel 0.5507;
4 r 3.9857; phi -0.8785; x 0.1272; y -0.1534; t_rel 0.5506;
4 r 3.9839; phi -0.8791; x 0.1271; y -0.1534; t_rel 0.5505;
4 r 3.9822; phi -0.8797; x 0.1269; y -0.1534; t_rel 0.5504;
4 r 3.9804; phi -0.8804; x 0.1267; y -0.1534; t_rel 0.5503;
4 r 3.9787; phi -0.8810; x 0.1266; y -0.1535; t_rel 0.5502;
4 r 3.9769; phi -0.8816; x 0.1264; y -0.1535; t_rel 0.5501;
4 r 3.9751; phi -0.8823; x 0.1263; y -0.1535; t_rel 0.5500;
4 r 3.9734; phi -0.8829; x 0.1261; y -0.1535; t_rel 0.5499;
4 r 3.9716; phi -0.8835; x 0.1260; y -0.1535; t_rel 0.5498;
4 r 3.9699; phi -0.8841; x 0.1258; y -0.1535; t_rel 0.5497;
4 r 3.9682; phi -0.8848; x 0.1257; y -0.1535; t_rel 0.5495;
4 r 3.9664; phi -0.8854; x 0.1255; y -0.1535; t_rel 0.5494;
4 r 3.9647; phi -0.8860; x 0.1254; y -0.1535; t_rel 0.5493;
4 r 3.9629; phi -0.8867; x 0.1252; y -0.1536; t_rel 0.5492;
4 r 3.9612; phi -0.8873; x 0.1251; y -0.1536; t_rel 0.5491;
4 r 3.9595; phi -0.8879; x 0.1249; y -0.1536; t_rel 0.5490;
4 r 3.9577; phi -0.8885; x 0.1248; y -0.1536; t_rel 0.5489;
4 r 3.9560; phi -0.8892; x 0.1246; y -0.1536; t_rel 0.5488;
4 r 3.9543; phi -0.8898; x 0.1245; y -0.1536; t_rel 0.5487;
4 r 3.9525; phi -0.8904; x 0.1243; y -0.1536; t_rel 0.5486;
4 r 3.9508; phi -0.8911; x 0.1242; y -0.1536; t_rel 0.5485;
4 r 3.9491; phi -0.8917; x 0.1240; y -0.1536; t_rel 0.5484;
4 r 3.9474; phi -0.8923; x 0.1239; y -0.1537; t_rel 0.5483;
4 r 3.9457; phi -0.8930; x 0.1237; y -0.1537; t_rel 0.5482;
4 r 3.9439; phi -0.8936; x 0.1236; y -0.1537; t_rel 0.5481;
4 r 3.9422; phi -0.8942; x 0.1234; y -0.1537; t_rel 0.5480;
4 r 3.9405; phi -0.8948; x 0.1233; y -0.1537; t_rel 0.5478;
4 r 3.9388; phi -0.8955; x 0.1231; y -0.1537; t_rel 0.5477;
4 r 3.9371; phi -0.8961; x 0.1230; y -0.1537; t_rel 0.5476;
4 r 3.9354; phi -0.8967; x 0.1228; y -0.1537; t_rel 0.5475;
4 r 3.9337; phi -0.8974; x 0.1227; y -0.1537; t_rel 0.5474;
4 r 3.9320; phi -0.8980; x 0.1225; y -0.1538; t_rel 0.5473;
4 r 3.9303; phi -0.8986; x 0.1224; y -0.1538; t_rel 0.5472;
4 r 3.9286; phi -0.8992; x 0.1222; y -0.1538; t_rel 0.5471;
4 r 3.9269; phi -0.8999; x 0.1221; y -0.1538; t_rel 0.5470;
4 r 3.9252; phi -0.9005; x 0.1219; y -0.1538; t_rel 0.5469;
4 r 3.9235; phi -0.9011; x 0.1218; y -0.1538; t_rel 0.5468;
4 r 3.9218; phi -0.9018; x 0.1216; y -0.1538; t_rel 0.5467;
4 r 3.9201; phi -0.9024; x 0.1215; y -0.1538; t_rel 0.5466;
4 r 3.9184; phi -0.9030; x 0.1213; y -0.1538; t_rel 0.5465;
4 r 3.9167; phi -0.9036; x 0.1212; y -0.1538; t_rel 0.5464;
4 r 3.9150; phi -0.9043; x 0.1210; y -0.1539; t_rel 0.5463;
4 r 3.9133; phi -0.9049; x 0.1209; y -0.1539; t_rel 0.5462;
4 r 3.9116; phi -0.9055; x 0.1207; y -0.1539; t_rel 0.5461;
4 r 3.9100; phi -0.9062; x 0.1206; y -0.1539; t_rel 0.5460;
4 r 3.9083; phi -0.9068; x 0.1204; y -0.1539; t_rel 0.5458;
4 r 3.9066; phi -0.9074; x 0.1203; y -0.1539; t_rel 0.5457;
4 r 3.9049; phi -0.9080; x 0.1201; y -0.1539; t_rel 0.5456;
4 r 3.9033; phi -0.9087; x 0.1200; y -0.1539; t_rel 0.5455;
4 r 3.9016; phi -0.9093; x 0.1198; y -0.1539; t_rel 0.5454;
4 r 3.8999; phi -0.9099; x 0.1197; y -0.1539; t_rel 0.5453;
4 r 3.8983; phi -0.9106; x 0.1195; y -0.1540; t_rel 0.5452;
4 r 3.8966; phi -0.9112; x 0.1194; y -0.1540; t_rel 0.5451;
4 r 3.8949; phi -0.9118; x 0.1192; y -0.1540; t_rel 0.5450;
4 r 3.8933; phi -0.9124; x 0.1191; y -0.1540; t_rel 0.5449;
4 r 3.8916; phi -0.9131; x 0.1189; y -0.1540; t_rel 0.5448;
4 r 3.8899; phi -0.9137; x 0.1188; y -0.1540; t_rel 0.5447;
4 r 3.8883; phi -0.9143; x 0.1187; y -0.1540; t_rel 0.5446;
4 r 3.8866; phi -0.9150; x 0.1185; y -0.1540; t_rel 0.5445;
4 r 3.8850; phi -0.9156; x 0.1184; y -0.1540; t_rel 0.5444;
4 r 3.8833; phi -0.9162; x 0.1182; y -0.1540; t_rel 0.5443;
4 r 3.8817; phi -0.9168; x 0.1181; y -0.1540; t_rel 0.5442;
4 r 3.8800; phi -0.9175; x 0.1179; y -0.1540; t_rel 0.5441;
4 r 3.8784; phi -0.9181; x 0.1178; y -0.1541; t_rel 0.5440;
4 r 3.8767; phi -0.9187; x 0.1176; y -0.1541; t_rel 0.5439;
4 r 3.8751; phi -0.9194; x 0.1175; y -0.1541; t_rel 0.5438;
4 r 3.8734; phi -0.9200; x 0.1173; y -0.1541; t_rel 0.5437;
4 r 3.8718; phi -0.9206; x 0.1172; y -0.1541; t_rel 0.5436;
4 r 3.8702; phi -0.9212; x 0.1170; y -0.1541; t_rel 0.5435;
4 r 3.8685; phi -0.9219; x 0.1169; y -0.1541; t_rel 0.5434;
4 r 3.8669; phi -0.9225; x 0.1167; y -0.1541; t_rel 0.5433;
4 r 3.8653; phi -0.9231; x 0.1166; y -0.1541; t_rel 0.5431;
4 r 3.8636; phi -0.9238; x 0.1165; y -0.1541; t_rel 0.5430;
4 r 3.8620; phi -0.9244; x 0.1163; y -0.1541; t_rel 0.5429;
4 r 3.8604; phi -0.9250; x 0.1162; y -0.1542; t_rel 0.5428;
4 r 3.8587; phi -0.9257; x 0.1160; y -0.1542; t_rel 0.5427;
4 r 3.8571; phi -0.9263; x 0.1159; y -0.1542; t_rel 0.5426;
4 r 3.8555; phi -0.9269; x 0.1157; y -0.1542; t_rel 0.5425;
4 r 3.8539; phi -0.9275; x 0.1156; y -0.1542; t_rel 0.5424;
4 r 3.8522; phi -0.9282; x 0.1154; y -0.1542; t_rel 0.5423;
4 r 3.8506; phi -0.9288; x 0.1153; y -0.1542; t_rel 0.5422;
4 r 3.8490; phi -0.9294; x 0.1151; y -0.1542; t_rel 0.5421;
4 r 3.8474; phi -0.9301; x 0.1150; y -0.1542; t_rel 0.5420;
4 r 3.8458; phi -0.9307; x 0.1149; y -0.1542; t_rel 0.5419;
4 r 3.8442; phi -0.9313; x 0.1147; y -0.1542; t_rel 0.5418;
4 r 3.8426; phi -0.9319; x 0.1146; y -0.1542; t_rel 0.5417;
4 r 3.8410; phi -0.9326; x 0.1144; y -0.1542; t_rel 0.5416;
4 r 3.8393; phi -0.9332; x 0.1143; y -0.1543; t_rel 0.5415;
4 r 3.8377; phi -0.9338; x 0.1141; y -0.1543; t_rel 0.5414;
4 r 3.8361; phi -0.9345; x 0.1140; y -0.1543; t_rel 0.5413;
4 r 3.8345; phi -0.9351; x 0.1138; y -0.1543; t_rel 0.5412;
4 r 3.8329; phi -0.9357; x 0.1137; y -0.1543; t_rel 0.5411;
4 r 3.8313; phi -0.9363; x 0.1135; y -0.1543; t_rel 0.5410;
4 r 3.8297; phi -0.9370; x 0.1134; y -0.1543; t_rel 0.5409;
4 r 3.8282; phi -0.9376; x 0.1133; y -0.1543; t_rel 0.5408;
4 r 3.8266; phi -0.9382; x 0.1131; y -0.1543; t_rel 0.5407;
4 r 3.8250; phi -0.9389; x 0.1130; y -0.1543; t_rel 0.5406;
4 r 3.8234; phi -0.9395; x 0.1128; y -0.1543; t_rel 0.5405;
4 r 3.8218; phi -0.9401; x 0.1127; y -0.1543; t_rel 0.5404;
4 r 3.8202; phi -0.9407; x 0.1125; y -0.1543; t_rel 0.5403;
4 r 3.8186; phi -0.9414; x 0.1124; y -0.1543; t_rel 0.5402;
4 r 3.8170; phi -0.9420; x 0.1123; y -0.1543; t_rel 0.5401;
4 r 3.8155; phi -0.9426; x 0.1121; y -0.1544; t_rel 0.5400;
4 r 3.8139; phi -0.9433; x 0.1120; y -0.1544; t_rel 0.5399;
4 r 3.8123; phi -0.9439; x 0.1118; y -0.1544; t_rel 0.5398;
4 r 3.8107; phi -0.9445; x 0.1117; y -0.1544; t_rel 0.5397;
4 r 3.8091; phi -0.9451; x 0.1115; y -0.1544; t_rel 0.5396;
4 r 3.8076; phi -0.9458; x 0.1114; y -0.1544; t_rel 0.5395;
4 r 3.8060; phi -0.9464; x 0.1113; y -0.1544; t_rel 0.5394;
4 r 3.8044; phi -0.9470; x 0.1111; y -0.1544; t_rel 0.5393;
4 r 3.8029; phi -0.9477; x 0.1110; y -0.1544; t_rel 0.5392;
4 r 3.8013; phi -0.9483; x 0.1108; y -0.1544; t_rel 0.5391;
4 r 3.7997; phi -0.9489; x 0.1107; y -0.1544; t_rel 0.5390;
4 r 3.7982; phi -0.9495; x 0.1105; y -0.1544; t_rel 0.5389;
4 r 3.7966; phi -0.9502; x 0.1104; y -0.1544; t_rel 0.5388;
4 r 3.7950; phi -0.9508; x 0.1103; y -0.1544; t_rel 0.5387;
4 r 3.7935; phi -0.9514; x 0.1101; y -0.1544; t_rel 0.5386;
4 r 3.7919; phi -0.9521; x 0.1100; y -0.1544; t_rel 0.5385;
4 r 3.7904; phi -0.9527; x 0.1098; y -0.1545; t_rel 0.5384;
4 r 3.7888; phi -0.9533; x 0.1097; y -0.1545; t_rel 0.5383;
4 r 3.7873; phi -0.9539; x 0.1095; y -0.1545; t_rel 0.5382;
4 r 3.7857; phi -0.9546; x 0.1094; y -0.1545; t_rel 0.5381;
4 r 3.7842; phi -0.9552; x 0.1093; y -0.1545; t_rel 0.5380;
4 r 3.7826; phi -0.9558; x 0.1091; y -0.1545; t_rel 0.5379;
4 r 3.7811; phi -0.9565; x 0.1090; y -0.1545; t_rel 0.5378;
4 r 3.7795; phi -0.9571; x 0.1088; y -0.1545; t_rel 0.5377;
4 r 3.7780; phi -0.9577; x 0.1087; y -0.1545; t_rel 0.5376;
4 r 3.7764; phi -0.9583; x 0.1085; y -0.1545; t_rel 0.5375;
4 r 3.7749; phi -0.9590; x 0.1084; y -0.1545; t_rel 0.5374;
4 r 3.7734; phi -0.9596; x 0.1083; y -0.1545; t_rel 0.5373;
4 r 3.7718; phi -0.9602; x 0.1081; y -0.1545; t_rel 0.5372;
4 r 3.7703; phi -0.9609; x 0.1080; y -0.1545; t_rel 0.5371;
4 r 3.7688; phi -0.9615; x 0.1078; y -0.1545; t_rel 0.5370;
4 r 3.7672; phi -0.9621; x 0.1077; y -0.1545; t_rel 0.5369;
4 r 3.7657; phi -0.9628; x 0.1076; y -0.1545; t_rel 0.5368;
4 r 3.7642; phi -0.9634; x 0.1074; y -0.1545; t_rel 0.5367;
4 r 3.7626; phi -0.9640; x 0.1073; y -0.1545; t_rel 0.5366;
4 r 3.7611; phi -0.9646; x 0.1071; y -0.1546; t_rel 0.5365;
4 r 3.7596; phi -0.9653; x 0.1070; y -0.1546; t_rel 0.5364;
4 r 3.7581; phi -0.9659; x 0.1069; y -0.1546; t_rel 0.5363;
4 r 3.7565; phi -0.9665; x 0.1067; y -0.1546; t_rel 0.5362;
4 r 3.7550; phi -0.9672; x 0.1066; y -0.1546; t_rel 0.5361;
4 r 3.7535; phi -0.9678; x 0.1064; y -0.1546; t_rel 0.5360;
4 r 3.7520; phi -0.9684; x 0.1063; y -0.1546; t_rel 0.5359;
4 r 3.7505; phi -0.9690; x 0.1062; y -0.1546; t_rel 0.5358;
4 r 3.7490; phi -0.9697; x 0.1060; y -0.1546; t_rel 0.5357;
4 r 3.7474; phi -0.9703; x 0.1059; y -0.1546; t_rel 0.5356;
4 r 3.7459; phi -0.9709; x 0.1057; y -0.1546; t_rel 0.5355;
4 r 3.7444; phi -0.9716; x 0.1056; y -0.1546; t_rel 0.5354;
4 r 3.7429; phi -0.9722; x 0.1055; y -0.1546; t_rel 0.5353;
4 r 3.7414; phi -0.9728; x 0.1053; y -0.1546; t_rel 0.5352;
4 r 3.7399; phi -0.9734; x 0.1052; y -0.1546; t_rel 0.5351;
4 r 3.7384; phi -0.9741; x 0.1050; y -0.1546; t_rel 0.5350;
4 r 3.7369; phi -0.9747; x 0.1049; y -0.1546; t_rel 0.5349;
4 r 3.7354; phi -0.9753; x 0.1048; y -0.1546; t_rel 0.5348;
4 r 3.7339; phi -0.9760; x 0.1046; y -0.1546; t_rel 0.5347;
4 r 3.7324; phi -0.9766; x 0.1045; y -0.1546; t_rel 0.5346;
4 r 3.7309; phi -0.9772; x 0.1043; y -0.1546; t_rel 0.5345;
4 r 3.7294; phi -0.9778; x 0.1042; y -0.1546; t_rel 0.5344;
4 r 3.7279; phi -0.9785; x 0.1041; y -0.1546; t_rel 0.5343;
4 r 3.7264; phi -0.9791; x 0.1039; y -0.1546; t_rel 0.5342;
4 r 3.7249; phi -0.9797; x 0.1038; y -0.1546; t_rel 0.5341;
4 r 3.7235; phi -0.9804; x 0.1036; y -0.1547; t_rel 0.5340;
